配 件 信 息 一 览 表,,,,,,,,,,,
PEI JIAN XIN XI YI LAN BIAO,,,,,,,,,,,
打印日期：,2017/5/3,,,,,,,,,,
序号,配件编码,类别,单位,重量,一级进价,一级销价,名称,供应商名称,公司名称,定价公司,定价公司
7493,ktzjt,管接头,只,,0,0,空调转接头,,,01,01
7494,kypshzc,喷水壶总成,套,,0,0,喷水壶总成,,,01,01
7495,kyqzwzcgq,电喷系列,只,,0,65,曲轴位置传感器,,,01,01
7496,kysws,电喷系列,只,,0,18,水温感应塞,,,01,01
7497,KYZHKG,组合开关,只,,0,0,组合开关,,,01,01
7498,LB3FPZF,膨胀阀,只,,0,0,膨胀阀,,,01,01
7499,lb3Q5FJSQDJ,无锡闽仙,台,,340,0,减速起动机,,,01,01
7500,lb404zfx,蒸发箱,台,,0,0,蒸发箱,,,01,01
7501,LB50812VYSJ,压缩机,台,,360,0,压缩机,,,01,01
7502,LB50824VYSJ,压缩机,台,,360,0,压缩机,,,01,01
7503,LBAWYSJ,压缩机,台,,420,0,压缩机,,,01,01
7504,LBCT,插座,只,,0,0,喇叭插头,,,01,01
7505,LBCT1,插座,只,,0,0,喇叭插头,,,01,01
7506,LBCT2,插座,包,,0,0,喇叭插头,,,01,01
7507,lbctlbcp,插座,只,,0,0,喇叭插头,,,01,01
7508,LBDCF,喇叭电磁阀,只,,0,0,喇叭电磁阀,,,01,01
7509,LBDCF3,喇叭电磁阀,只,,0,0,喇叭电磁阀,,,01,01
7510,LBDZ,,只,,0,0,喇叭顶针,,,01,01
7511,LBJT,接头,只,,0,0,喇叭接头,,,01,01
7512,LBJT2,接头,套,,0,0,喇叭接头,,,01,01
7513,LBJT5,接头,只,,0,0,喇叭接头,,,01,01
7514,LBWKKG,空调配件,只,,0,0,温控开关,,,01,01
7515,LC50824VYSJ,压缩机,台,,250,0,压缩机,,,01,01
7516,LCZJL,,只,,0,0,皮带张紧轮,,全公司共享,01,01
7517,LD161812VXWN,蜗牛喇叭,付,,0,0,蜗牛喇叭,,,01,01
7518,LD161824VXWN,蜗牛喇叭,付,,0,0,蜗牛喇叭,,,01,01
7519,LD495JSQDJ,无锡闽仙,台,,0,0,减速起动机,,,01,01
7520,LDBHWDDZC,灯炮,只,,0,0,大灯总成,,,01,01
7521,LDBHWDDZC1,灯炮,只,,0,0,大灯总成,,,01,01
7522,LDBXH,保险盒,只,,0,0,保险盒,,,01,01
7523,LDBXH1,保险盒,只,,0,0,保险盒,,,01,01
7524,LDDGDQLB,电气喇叭,只,,0,0,电气喇叭,,,01,01
7525,LDDLYSJ,压缩机,台,,0,0,压缩机,,,01,01
7526,lddqlb7,电气喇叭,付,,0,0,电气喇叭,,,01,01
7527,LDGQT5,雨刮连动杆,只,,0,0,连动杆球头,,,01,01
7528,LDTJYSJ,压缩机,台,,480,530,压缩机,,,01,01
7529,ldTLYSJ,压缩机,台,,130,200,压缩机,,,01,01
7530,le260QDAN,喇叭开关,只,,1,0,起动按钮,,,01,01
7531,led2405zdp9,中灯炮,只,,0,0,中灯炮,,,01,01
7532,LED2409ZDP2,中灯炮,只,,0,0,中灯炮,,,01,01
7533,LED2409ZDP3,中灯炮,只,,0,0,中灯炮,,,01,01
7534,led2410zdp2,中灯炮,只,,0,0,中灯炮,,,01,01
7535,led2412zdp2,中灯炮,只,,0,0,中灯炮,,,01,01
7536,LEDBLFWD,灯炮,只,,0,0,防雾灯,,,01,01
7537,LEDBLFWD1,灯炮,只,,0,0,防雾灯,,,01,01
7538,LEDBSWD,三轮车,只,,10,0,LED爆闪雾灯,,全公司共享,01,01
7539,LEDCTD1,,套,,0,0,LED长条灯,,,01,01
7540,LEDCTD2,,套,,0,0,LED长条灯,,,01,01
7541,LEDDG,真空灯,只,,0,0,LED方灯,,,01,01
7542,LEDJ6FWD,灯炮,只,,0,0,防雾灯,,,01,01
7543,LEDJ6FWD1,灯炮,只,,0,0,防雾灯,,,01,01
7544,LEDTLFWD,灯炮,只,,0,0,防雾灯,,,01,01
7545,LEDTLFWD1,灯炮,只,,0,0,防雾灯,,,01,01
7546,ledybdp,灯炮,只,,0,0,LET仪表灯泡,,,01,01
7547,LESTRSZQYB,鲁重,只,,32,0,双针气压表,,,01,01
7548,LF003KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7549,LF036,,套,,0,0,空调支架,,全公司共享,01,01
7550,LF106KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7551,LF112KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7552,lf11-2ktzj,,套,,0,0,空调支架,,全公司共享,01,01
7553,LF113-2KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7554,LF113KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7555,LF114KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7556,LF117-5KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7557,LF117-6KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7558,LF117-7KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7559,LF127-3KTZJ,,套,,50,0,空调支架,,全公司共享,01,01
7560,LF145-2KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7561,LF145-3KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7562,LF147-2,,套,,0,0,空调支架,,全公司共享,01,01
7563,LF16011JL,机滤,只,,0,,机滤,,,01,01
7564,LF16-1GKTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7565,LF162-2,,套,,0,0,空调支架,,全公司共享,01,01
7566,LF17KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7567,lf186ktzj,,套,,0,0,空调支架,,全公司共享,01,01
7568,LF19-3KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7569,LF22KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7570,LF23KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7571,LF25KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7572,LF26KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7573,lf28ktzj,,套,,0,0,空调支架,,全公司共享,01,01
7574,LF29-6KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7575,LF32KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7576,LF42KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7577,LF43-1KTZJJS23,,套,,20,0,空调支架,,全公司共享,01,01
7578,LF43KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7579,LF44-1KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7580,LF47-2KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7581,LF50ACDJ,,台,,0,0,充电机,,全公司共享,01,01
7582,LF54-3,,套,,20,0,空调支架,,全公司共享,01,01
7583,LF59KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7584,LF61-2KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7585,LF66KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7586,LF71KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7587,LF7-1KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7588,lf88-4ktzj,空调支架,套,,,0,空调支架,,,01,01
7589,lf88-5ktzj,空调支架,套,,40,0,空调支架,,,01,01
7590,LF88ZJ,空调支架,套,,40,0,空调支架,,,01,01
7591,lf91-1ktzj,,套,,20,0,空调支架,,全公司共享,01,01
7592,LF95-2,,套,,45,0,空调支架,,全公司共享,01,01
7593,LFF035,,套,,0,0,空调支架,,全公司共享,01,01
7594,LFF037,,套,,20,0,空调支架,,全公司共享,01,01
7595,lfjz,,付,,0,0,老虎夹子,,全公司共享,01,01
7596,LFN28-6KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7597,LFN71-1KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7598,LFN72-1KTZJ,,套,,0,0,空调支架,,全公司共享,01,01
7599,LFN8-4GKTZJ,空调支架,套,,38,0,空调支架,,,01,01
7600,LFP001,,套,,20,0,空调支架,,全公司共享,01,01
7601,LFP041,,套,,0,0,空调支架,,全公司共享,01,01
7602,lg153lnq,冷凝器,只,,120,0,冷凝器,,,01,01
7603,lgallnq,冷凝器,只,,190,0,冷凝器,,,01,01
7604,LGALZFX,蒸发箱,台,,0,0,蒸发箱芯子,,,01,01
7605,LGAWLNQ,冷凝器,只,,115,0,冷凝器,,,01,01
7606,LGDLLNQ,冷凝器,只,,115,0,冷凝器,,,01,01
7607,LGDYF,断油阀,只,,0,0,断油阀,,,01,01
7608,LGGEFLNQ,冷凝器,只,,115,0,冷凝器,,,01,01
7609,LGGEFLNQ1,冷凝器,只,,115,0,冷凝器,,,01,01
7610,LGGEFZFX,蒸发箱,台,,150,0,蒸发箱,,,01,01
7611,LGJ6LNQ,冷凝器,只,,115,0,冷凝器,,,01,01
7612,lgj6zfx,蒸发箱,台,,150,0,蒸发箱,,,01,01
7613,lGJSMDKG,马达开关,只,,0,0,减速马达开关,,,01,01
7614,lgjwzzfx,蒸发箱,台,,150,0,蒸发箱,,,01,01
7615,lglnq,,片,,150,0,冷凝器,,全公司共享,01,01
7616,LGOMLNQ,冷凝器,只,,115,0,冷凝器,,,01,01
7617,LGOMLNQ1,冷凝器,只,,115,0,冷凝器,,,01,01
7618,LGOMLNQZC,冷凝器,只,,320,0,冷凝器总成,,,01,01
7619,LGTLZFX,蒸发箱,台,,400,0,蒸发箱,,,01,01
7620,LGTS,碳刷,付,,0,0,碳刷,,全公司共享,01,01
7621,LGTT,发动机配件,只,,0,0,连杆铜套,,,01,01
7622,LGWSLZFX,蒸发箱,台,,150,0,蒸发箱,,,01,01
7623,LGXDWLNQ,冷凝器,只,,115,0,冷凝器,,,01,01
7624,LGZFX,蒸发箱,台,,165,0,蒸发箱,,,01,01
7625,LH2943FQDJ,聊城东岳,台,,1250,1350,减速起动机,,,01,01
7626,lhdycfdj,鸿运,台,,0,0,发电机,,,01,01
7627,LHL,干燥器总成,只,,0,0,干燥器总成,,,01,01
7628,LHQCZF,瑞立,只,,0,0,离合器操纵阀,,,01,01
7629,LHTS,碳刷,套,,0,0,碳刷,,,01,01
7630,lhzkddzc,灯炮,只,,1200,1300,大灯总成,,,01,01
7631,lhzkddzc1,灯炮,只,,1200,1300,大灯总成,,,01,01
7632,lhzkfwd,灯炮,只,,0,0,防雾灯,,,01,01
7633,lhzkfwd1,灯炮,只,,0,0,防雾灯,,,01,01
7634,LHZKKTLX,机滤,只,,0,0,空调滤芯,,,01,01
7635,LJ2105SQDJ,无锡闽仙,台,,0,0,减速起动机,,,01,01
7636,LJLDG,雨刮连动杆,根,,0,0,雨刮连动杆,,,01,01
7637,ljlnq,冷凝器,只,,115,0,冷凝器,,,01,01
7638,ljz12vdzs,电子扇,只,,0,0,电子扇,,,01,01
7639,ljz24vdzs,电子扇,只,,0,0,电子扇,,,01,01
7640,LKKTPDL,张紧轮,只,,0,0,空调皮带轮,,,01,01
7641,LLDLYSJ,压缩机,台,,325,0,压缩机,,,01,01
7642,llfdj,余姚,台,,680,0,发电机,,,01,01
7643,LLFDJ2,余姚,台,,680,0,发电机,,,01,01
7644,LMB,冷煤表,套,,70,0,冷煤表,,,01,01
7645,LMBOXQ,O型圈,包,,0,0,冷煤表O型圈,,,01,01
7646,lmbt,冷煤表,套,,70,0,冷煤表头,,,01,01
7647,LMWCTX,全车线,套,,270,300,车头线,,,01,01
7648,LMWDKFSY,风扇叶,只,,0,0,风扇叶,,,01,01
7649,LMWLCB,里程表,只,,130,140,里程表,,,01,01
7650,lmwLCBRZ,拉线,根,,9,15,里程表软轴,,,01,01
7651,LMWLCBX,拉线,根,,16,20,里程表线,,,01,01
7652,LMWQCX,全车线,套,,600,650,全车线,,,01,01
7653,LMWQCX1,全车线,套,,600,650,全车线,,,01,01
7654,lmwSWS,水温感应塞,只,,0,0,水温感应塞,,,01,01
7655,LMWXKFSY,风扇叶,只,,0,0,风扇叶,,,01,01
7656,LMWXSX,小水箱,只,,0,0,小水箱,,,01,01
7657,LMWYFZ,油浮子,只,,0,0,油浮子,,,01,01
7658,LMWYGDJ,雨刮电机,只,,49,55,雨刮电机,,,01,01
7659,lmyddzc,灯炮,只,,1200,1300,大灯总成,,,01,01
7660,LNCSCGQ,鲁重,只,,22,35,车速传感器,,,01,01
7661,LNH724VDWDP,点乌灯炮,付,,0,0,点乌灯炮,,,01,01
7662,lnqdjdq,起动继电器,只,,50,0,起动继电器,,,01,01
7663,lnqzj,冷凝器,只,,115,0,冷凝器支架,,,01,01
7664,lomynks,内扣手,只,,4.5,8,内扣手,,,01,01
7665,lomznks,内扣手,只,,4.5,8,内扣手,,,01,01
7666,lphwnfdj,暖风电机,只,,70,80,暖风电机,,,01,01
7667,lpkfdjpdl,发电机,台,,20,0,发电机皮带轮,,,01,01
7668,LPOMNFDJA,暖风电机,只,,175,0,暖风电机,,,01,01
7669,LR151DYQ,点烟器,只,,4.8,0,点烟器,,,01,01
7670,lrSZJYB,机油表,只,,0,0,数字机油表,,,01,01
7671,LS,驾驶室顶泵,只,,24.2,0,拉索,,,01,01
7672,LSCGQ,电喷系列,只,,0,0,轮速传感器,,,01,01
7673,LSJ1,胶,只,,0,0,螺丝胶,,,01,01
7674,LSJ2,胶,只,,0,0,螺丝胶,,,01,01
7675,LSXQ134ALDY,冷冻油,瓶,,0,0,冷冻油,,,01,01
7676,LSXQ134ALM,冷煤,瓶,,0,0,冷煤,,,01,01
7677,LSXQ134ALM1,冷煤,瓶,,0,0,冷煤,,,01,01
7678,LSXQ134ALM200,冷煤,瓶,,0,0,冷煤,,,01,01
7679,LSXQ134ALM300,冷煤,瓶,,0,0,冷煤,,,01,01
7680,LSXQLMB,冷煤表,套,,0,0,冷煤表,,,01,01
7681,LT15ABXP,保险丝,只,,7.5,0,保险丝插片,,,01,01
7682,LT20ABXP,保险丝,只,,7.5,0,保险丝插片,,,01,01
7683,LT25ABXP,保险丝,只,,7.5,0,保险丝插片,,,01,01
7684,LT260SKF,重汽备品,只,,0,0,手控阀,,,01,01
7685,LT30ABXP,保险丝,只,,7.5,0,保险丝插片,,,01,01
7686,LT4105JSQDJ,无锡闽仙,台,,0,0,减速起动机,,,01,01
7687,LT4105JSQDJ1,无锡闽仙,台,,0,0,减速起动机,,,01,01
7688,LT435HFB,明通,只,,0,0,后分泵,,,01,01
7689,LT457HFB,瑞立,只,,180,0,后分泵,,,01,01
7690,LT47-2KTZJ,,套,,20,0,空调支架,,全公司共享,01,01
7691,LT4FWGJT,管接头,只,,0,0,铝套接头,,,01,01
7692,lt4fzgjt,管接头,只,,0,0,铝套接头,,,01,01
7693,LT6105QDHS,打气泵,只,,43,0,活塞,,,01,01
7694,LTFXZLB,方向助力泵,台,,260,280,方向助力泵,,,01,01
7695,LTPW,皮碗,只,,9,10,皮碗,,,01,01
7696,LW90ZLQ16080820070,,只,,0,0,助力器,,全公司共享,01,01
7697,lwddmkg,电动门开关,只,,0,0,电动门开关,,,01,01
7698,LWDDMKG1,电动门开关,只,,0,0,电动门开关,,,01,01
7699,lwfwd,灯炮,只,,0,0,防雾灯,,,01,01
7700,lwfwd1,灯炮,只,,0,0,防雾灯,,,01,01
7701,lwktg,,根,,105,0,,,全公司共享,01,01
7702,lwNFkzmb,暖风开关,只,,0,0,暖风控制面板,,,01,01
7703,lwysk,锁块,只,,0,0,锁块,,,01,01
7704,lwzddsjq,升降器,只,,0,0,电动升降器总成,,,01,01
7705,LWZLQ,,只,,160,0,助力器,,全公司共享,01,01
7706,LWZLQ1,,只,,0,0,助力器,,全公司共享,01,01
7707,LWZSK,锁块,只,,0,0,锁块,,,01,01
7708,LXCZ,插座,只,,0,0,六线插座,,,01,01
7709,lxdynfdj,暖风电机,只,,85,90,暖风电机,,,01,01
7710,LXHLYSJ,压缩机,台,,310,0,压缩机,,,01,01
7711,lxhsnfdj,暖风电机,只,,85,90,暖风电机,,,01,01
7712,lxktnfdj,暖风电机,只,,0,0,暖风电机,,,01,01
7713,lxktnfdj1,暖风电机,只,,0,0,暖风电机,,,01,01
7714,lxrlnfdj,暖风电机,只,,0,0,暖风电机,,,01,01
7715,lxrlnfdj1,暖风电机,只,,0,0,暖风电机,,,01,01
7716,LXRLNFDJ2,暖风电机,只,,0,0,暖风电机,,,01,01
7717,lxwslnfdj,暖风电机,只,,85,90,暖风电机,,,01,01
7718,lxxsnfdj,暖风电机,只,,85,90,暖风电机,,,01,01
7719,LYHLYSJ,压缩机,台,,450,0,压缩机,,,01,01
7720,lylhqzb,瑞立,只,,0,0,离合器总泵,,,01,01
7721,LYSKSKF,手控阀,只,,0,0,手控阀,,,01,01
7722,LYTT,铜套,付,,0,0,铜套,,,01,01
7723,LZ200ALYFZ,鲁重,只,,70,90,油浮子,,,01,01
7724,lz200HWYFZ,鲁重,只,,63,85,油浮子,,,01,01
7725,lz220HWYFZ1,鲁重,只,,65,90,油浮子,,,01,01
7726,LZ220STRYFZ,鲁重,只,,21.5,32,油浮子,,,01,01
7727,lz300HWYFZ,鲁重,只,,63,85,油浮子,,,01,01
7728,lz300HWYFZ1,鲁重,只,,65,90,油浮子,,,01,01
7729,LZ380ALYFZ,鲁重,只,,70,90,油浮子,,,01,01
7730,lz380HWYFZ1,鲁重,只,,65,90,油浮子,,,01,01
7731,lz380HWYFZ2,鲁重,只,,65,90,油浮子,,,01,01
7732,LZ43T12VDWDP,点乌灯炮,只,,0,0,点乌灯炮,,,01,01
7733,lz630SB,水泵,台,,120,0,水泵,,,01,01
7734,lzalANKG,鲁重,只,,2.5,6,按钮开关,,,01,01
7735,lzalgzdkg,鲁重,只,,3.8,10,工作灯开关,,,01,01
7736,lzalJDF,鲁重,只,,50,0,脚继动阀,,,01,01
7737,lzalJSKG,鲁重,只,,3.8,10,举升开关,,,01,01
7738,lzallbkgALQBKG,鲁重,只,,3.8,10,喇叭开关,,,01,01
7739,lzalljcsskg,鲁重,只,,3.8,10,轮间差速锁开关,,,01,01
7740,lzalNFDZ,鲁重,只,,8.5,18,暖风电阻,,,01,01
7741,lzalNFKG,鲁重,只,,3.8,10,暖风开关,,,01,01
7742,lzalSCDKG,鲁重,只,,6,12,刹车灯开关,,,01,01
7743,lzALSHL,鲁重,只,,65,80,四回路,,,01,01
7744,lzALSKF,鲁重,只,,68,85,手控阀,,,01,01
7745,LZALYDDSJQ,升降器,只,,50,65,电动升降器,,,01,01
7746,LZALYFZ,鲁重,只,,22,32,油浮子,,,01,01
7747,lzalygdkg,鲁重,只,,3.8,10,远光灯开关,,,01,01
7748,LZALZDDSJQ,升降器,只,,50,65,电动升降器,,,01,01
7749,lzbcCMWB,鲁重,只,,15,18,车门外把,,,01,01
7750,lzbcDCDKG,鲁重,只,,10,20,倒车灯开关,,,01,01
7751,lzbcdgzkg,鲁重,只,,3.8,10,灯光总开关,,,01,01
7752,LZBCewstdcf,鲁重,只,,32,50,二位三通电磁阀,,,01,01
7753,lzbcgwb,鲁重,只,,16,0,缸温表,,,01,01
7754,lzbcJDF,鲁重,只,,48,0,继动阀,,,01,01
7755,lzbcJYS,鲁重,只,,14,25,机油感应塞,,,01,01
7756,lzbcQYBJQ,鲁重,只,,15,0,气压报警器,,,01,01
7757,lzbcryb,鲁重,只,,16,0,燃油表,,,01,01
7758,lzbcSCDKG,鲁重,只,,7,0,刹车灯开关,,,01,01
7759,lzbcSWS,鲁重,只,,11,0,水温感应塞,,,01,01
7760,lzbcYB,摇把,只,,2.8,0,摇把,,,01,01
7761,lzBCYGDJ,鲁重,只,,92,0,雨刮电机,,,01,01
7762,LZBCYSK,鲁重,只,,15,22,锁块,,,01,01
7763,LZBCZSK,鲁重,只,,15,22,锁块,,,01,01
7764,lzBLCSCGQ,鲁重,只,,22,35,车速传感器,,,01,01
7765,lzd6110MDC,闽仙,只,,35,0,马达齿,,,01,01
7766,lzdcc6102jsqdj,无锡闽仙,台,,366,0,减速起动机,,,01,01
7767,LZDFBLLDG,鲁重,只,,49,0,连动杆,,,01,01
7768,lzdftlDYQ,鲁重,只,,8,0,点烟器,,,01,01
7769,lzdftlSCDKG,鲁重,只,,6,0,刹车灯开关,,,01,01
7770,lzdftlYGDJ,鲁重,只,,90,0,雨刮电机,,,01,01
7771,lzdfzllSGQ,鲁重,只,,5.5,0,闪光器,,,01,01
7772,lzdlbsxkdKG,鲁重,只,,6.5,10,变速箱空档开关,,,01,01
7773,lzdlDCDKG,鲁重,只,,10,20,倒车灯开关,,,01,01
7774,lzdldgzkgDLQBKG,鲁重,只,,6.5,12,灯光总开关,,,01,01
7775,LZdlewstdcf,鲁重,只,,42,0,电磁气阀,,,01,01
7776,lzdlgzdkg,鲁重,只,,6.5,10,工作灯开关,,,01,01
7777,lzdljrqkg,鲁重,只,,6.5,10,加热器开关,,,01,01
7778,lzdlJSKG,鲁重,只,,6.5,10,举升开关,,,01,01
7779,lzDLJYS,鲁重,只,,14,20,机油感应塞,,,01,01
7780,lzdllbkgDLQBKG,鲁重,只,,6.5,12,喇叭开关,,,01,01
7781,lzDLMSX,鲁重,付,,15,25,门锁芯,,,01,01
7782,lzDLNFDJ,鲁重,只,,53,0,暖风电机,,,01,01
7783,LZDLNFDZ,鲁重,只,,8.5,18,暖风电阻,,,01,01
7784,lzdlqlkg,鲁重,只,,6.5,10,取力开关,,,01,01
7785,lzdlQYBJq,鲁重,只,,18,0,气压报警器,,,01,01
7786,lzDLSCDKG,鲁重,只,,36,0,刹车灯开关,,,01,01
7787,lzdlTYQG,鲁重,只,,15,22,停油汽缸,,,01,01
7788,lzdlWDKGDLQBKG,鲁重,只,,6.5,0,前雾灯开关,,,01,01
7789,lzDLYB,鲁重,只,,4,0,摇把,,,01,01
7790,lzdlysJDQ,鲁重,只,,11,0,延时继电器,,,01,01
7791,lzdlyxjrqkg,鲁重,只,,6.5,10,油箱加热器开关,,,01,01
7792,lzhjYGDJ,鲁重,只,,90,0,雨刮电机,,,01,01
7793,lzhlCMWB,鲁重,只,,13,18,车门外把,,,01,01
7794,lzHLSCDKG,刹车灯开关,只,,0,0,刹车灯开关,,,01,01
7795,lzHLSCDKG1,刹车灯开关,只,,0,0,刹车灯开关,,,01,01
7796,lzhlSGQ,鲁重,只,,8,15,闪光器,,,01,01
7797,lzhlyNKS,鲁重,只,,7,0,内扣手,,,01,01
7798,lzhlzNKS,鲁重,只,,7,0,内扣手,,,01,01
7799,lzhwDCDKG,鲁重,只,,10,20,倒车灯开关,,,01,01
7800,lzhwdgzkgHWQBKG,鲁重,只,,5.5,10,灯光总开关,,,01,01
7801,lzHWDYQ,鲁重,只,,10,20,点烟器,,,01,01
7802,LZhwewstdcf,鲁重,只,,32,50,二位三通电磁阀,,,01,01
7803,LZhwewstdcf1,鲁重,只,,38,55,二位三通电磁阀,,,01,01
7804,lzhwgcszdf,鲁重,只,,45,0,挂车手制动阀,,,01,01
7805,lzhwgzdkg,鲁重,只,,5.5,10,工作灯开关,,,01,01
7806,LZHWHXQF,鲁重,只,,28,35,换向气阀,,,01,01
7807,lzHWJYS1,鲁重,只,,18,25,机油感应塞,,,01,01
7808,lzhwljcsskg,鲁重,只,,5.5,10,轮间差速锁开关,,,01,01
7809,lzhwMDKG,鲁重,只,,6,12,门灯开关,,,01,01
7810,lzHWPQZDF,鲁重,只,,110,150,排气制动阀,,,01,01
7811,lzhwpqzdkg,鲁重,只,,6,12,排气制动开关,,,01,01
7812,lzhwpqzdkg1,鲁重,只,,6.5,13,排气制动开关,,,01,01
7813,lzhwQLKG,鲁重,只,,5.5,10,取力开关,,,01,01
7814,lzhwqlqkdkg,鲁重,只,,5.5,10,取力器空档开关,,,01,01
7815,lzHWQYBJq,鲁重,只,,21,32,气压报警器,,,01,01
7816,lzHWQYBJq1,鲁重,只,,14,25,气压报警器,,,01,01
7817,lzHWSCDKG1,鲁重,只,,36,50,刹车灯开关,,,01,01
7818,lzHWSKF,鲁重,只,,41,70,手控阀,,,01,01
7819,LZHWSTHF,鲁重,只,,60,70,双通H阀,,,01,01
7820,lzHWTYQG,鲁重,只,,15,22,停油汽缸,,,01,01
7821,lzHWYB,鲁重,只,,6,12,摇把,,,01,01
7822,lzHWyCMWB,鲁重,只,,13,18,车门外把,,,01,01
7823,LZHWYGDJ2,雨刮电机,只,,90,110,雨刮电机,,,01,01
7824,lzHWZCMWB,鲁重,只,,13,18,车门外把,,,01,01
7825,LZHYYCMWB,车门外把,只,,60,10,车门外把,,,01,01
7826,LZHYZCMWB,车门外把,只,,60,10,车门外把,,,01,01
7827,lzJ6DCDKG1,鲁重,只,,10,20,倒车灯开关,,,01,01
7828,LZJ6LHQKG,油门开关,只,,0,0,离合器开关,,,01,01
7829,lzJ6SCDKG,鲁重,只,,36,0,刹车灯开关,,,01,01
7830,LZJ6SWS,水温表,只,,0,0,水温塞,,,01,01
7831,lzJ6YCMWB,鲁重,只,,35,50,车门外把,,,01,01
7832,lzJ6YNKS,鲁重,只,,3.8,0,内扣手,,,01,01
7833,lzJ6ZCMWB,鲁重,只,,35,50,车门外把,,,01,01
7834,lzJ6zNKS,鲁重,只,,3.8,0,内扣手,,,01,01
7835,LZJ6ZSK,锁块,只,,7,9,锁块,,,01,01
7836,lzjgPQZDF,鲁重,只,,150,0,排气制动阀,,,01,01
7837,lzjwzPQZDF,鲁重,只,,135,150,排气制动阀,,,01,01
7838,LZJWZYGDJ,雨刮电机,只,,90,110,雨刮电机,,,01,01
7839,lzJWZyNKS,鲁重,只,,3.8,0,内扣手,,,01,01
7840,lzJWZzNKS,鲁重,只,,3.8,0,内扣手,,,01,01
7841,lzOMPQZDF,鲁重,只,,115,0,排气制动阀,,,01,01
7842,lzomSKF,鲁重,只,,40,0,手控阀,,,01,01
7843,LZOMTYKG,断油阀,只,,22,0,停油开关,,,01,01
7844,lzOMZHKG1,鲁重,只,,63,0,组合开关,,,01,01
7845,lzSbcJYB,鲁重,只,,16,0,机油表,,,01,01
7846,lzSbcJYwdB,鲁重,只,,16,0,机油温度表,,,01,01
7847,LZSTRBXS1,保险丝,只,,0,0,保险丝插片,,,01,01
7848,LZSTRBXS2,保险丝,只,,0,0,保险丝插片,,,01,01
7849,LZSTRBXS3,保险丝,只,,0,0,保险丝插片,,,01,01
7850,lzstrdjclzc,鲁重,只,,40,0,柴滤总成,,,01,01
7851,lzSTRDLB,鲁重,只,,9,0,电流表,,,01,01
7852,lzstrDYQ,鲁重,只,,8.5,,点烟器,,,01,01
7853,LZSTREJCGQ,车速传感器,只,,85,90,里程表二级传动,,,01,01
7854,LZSTREJCGQ1,车速传感器,只,,85,90,里程表二级传动,,,01,01
7855,LZSTREJCGQ2,车速传感器,只,,85,90,里程表二级传动,,,01,01
7856,LZSTREJCGQ3,车速传感器,只,,85,90,里程表二级传动,,,01,01
7857,LZSTREJCGQ4,车速传感器,只,,85,90,里程表二级传动,,,01,01
7858,LZstrewstdcf,鲁重,只,,31,0,二位三通电磁阀,,,01,01
7859,lzstrJSKGSTRQBKG,鲁重,只,,4,10,举升开关,,,01,01
7860,lzSTRJYB,鲁重,只,,12,0,机油表,,,01,01
7861,lzstrLHQZLG,鲁重,只,,38,0,离合器助力缸,,,01,01
7862,lzstrLHQZLG1,鲁重,只,,50,0,离合器助力缸,,,01,01
7863,lzstrLJcskgSTRQBKG,鲁重,只,,4,0,轮间差速开关,,,01,01
7864,lzSTRMSX,鲁重,只,,15,25,门锁芯,,,01,01
7865,lzstrPQZLG,鲁重,只,,18,0,排气助力缸,,,01,01
7866,lzSTRryb,鲁重,只,,12,0,燃油表,,,01,01
7867,lzSTRSWB,鲁重,只,,12,0,水温表,,,01,01
7868,LZSTRWBXH,保险盒,只,,0,0,保险盒,,,01,01
7869,LZSTRWBXH1,保险盒,只,,0,0,保险盒,,,01,01
